path,changed,converted_blocks,skipped_blocks,incomplete_blocks,unsafe_blocks,already_pyodide_blocks,warnings
/Users/charlescurry/Documents/CTM_clone/CTM_prosjekter/projects-migrated/prosjekter-m1-jupyter/mekanikk1/index.qmd,True,9,0,0,0,0,
